TIME: 2025-04-11T00:22:53Z | ALT: 29122 ft | SPD: 475 kt | TEMP: -39 C | FUEL: 85.6%
TIME: 2025-04-11T00:22:53Z | ALT: 40762 ft | SPD: 477 kt | TEMP: -52 C | FUEL: 61.2%
TIME: 2025-04-11T00:22:53Z | ALT: 35041 ft | SPD: 491 kt | TEMP: -41 C | FUEL: 21.0%
TIME: 2025-04-11T00:22:53Z | ALT: 36532 ft | SPD: 507 kt | TEMP: -49 C | FUEL: 58.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38098 ft | SPD: 462 kt | TEMP: -34 C | FUEL: 59.7%
TIME: 2025-04-11T00:22:53Z | ALT: 32731 ft | SPD: 420 kt | TEMP: -54 C | FUEL: 46.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39096 ft | SPD: 497 kt | TEMP: -48 C | FUEL: 84.7%
TIME: 2025-04-11T00:22:53Z | ALT: 34523 ft | SPD: 485 kt | TEMP: -52 C | FUEL: 59.3%
TIME: 2025-04-11T00:22:53Z | ALT: 36125 ft | SPD: 485 kt | TEMP: -43 C | FUEL: 78.7%
TIME: 2025-04-11T00:22:53Z | ALT: 37226 ft | SPD: 432 kt | TEMP: -36 C | FUEL: 62.5%
TIME: 2025-04-11T00:22:53Z | ALT: 37865 ft | SPD: 430 kt | TEMP: -46 C | FUEL: 63.8%
TIME: 2025-04-11T00:22:53Z | ALT: 34481 ft | SPD: 486 kt | TEMP: -32 C | FUEL: 96.1%
TIME: 2025-04-11T00:22:53Z | ALT: 38310 ft | SPD: 471 kt | TEMP: -34 C | FUEL: 38.1%
TIME: 2025-04-11T00:22:53Z | ALT: 31362 ft | SPD: 434 kt | TEMP: -41 C | FUEL: 59.7%
TIME: 2025-04-11T00:22:53Z | ALT: 29177 ft | SPD: 492 kt | TEMP: -44 C | FUEL: 54.7%
TIME: 2025-04-11T00:22:53Z | ALT: 40104 ft | SPD: 479 kt | TEMP: -54 C | FUEL: 82.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29348 ft | SPD: 516 kt | TEMP: -47 C | FUEL: 64.0%
TIME: 2025-04-11T00:22:53Z | ALT: 36549 ft | SPD: 438 kt | TEMP: -32 C | FUEL: 52.6%
TIME: 2025-04-11T00:22:53Z | ALT: 30385 ft | SPD: 474 kt | TEMP: -33 C | FUEL: 28.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37263 ft | SPD: 517 kt | TEMP: -50 C | FUEL: 35.4%
TIME: 2025-04-11T00:22:53Z | ALT: 32084 ft | SPD: 518 kt | TEMP: -54 C | FUEL: 62.7%
TIME: 2025-04-11T00:22:53Z | ALT: 38148 ft | SPD: 450 kt | TEMP: -55 C | FUEL: 50.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40691 ft | SPD: 472 kt | TEMP: -38 C | FUEL: 74.7%
TIME: 2025-04-11T00:22:53Z | ALT: 30101 ft | SPD: 493 kt | TEMP: -31 C | FUEL: 70.5%
TIME: 2025-04-11T00:22:53Z | ALT: 38830 ft | SPD: 470 kt | TEMP: -51 C | FUEL: 60.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37560 ft | SPD: 453 kt | TEMP: -41 C | FUEL: 53.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38128 ft | SPD: 490 kt | TEMP: -40 C | FUEL: 86.1%
TIME: 2025-04-11T00:22:53Z | ALT: 30772 ft | SPD: 436 kt | TEMP: -32 C | FUEL: 88.8%
TIME: 2025-04-11T00:22:53Z | ALT: 33430 ft | SPD: 432 kt | TEMP: -37 C | FUEL: 96.1%
TIME: 2025-04-11T00:22:53Z | ALT: 39170 ft | SPD: 463 kt | TEMP: -34 C | FUEL: 72.0%
TIME: 2025-04-11T00:22:53Z | ALT: 31066 ft | SPD: 473 kt | TEMP: -51 C | FUEL: 53.5%
TIME: 2025-04-11T00:22:53Z | ALT: 40089 ft | SPD: 504 kt | TEMP: -48 C | FUEL: 75.5%
TIME: 2025-04-11T00:22:53Z | ALT: 38241 ft | SPD: 460 kt | TEMP: -46 C | FUEL: 62.5%
TIME: 2025-04-11T00:22:53Z | ALT: 36964 ft | SPD: 501 kt | TEMP: -36 C | FUEL: 22.1%
TIME: 2025-04-11T00:22:53Z | ALT: 38537 ft | SPD: 481 kt | TEMP: -30 C | FUEL: 24.5%
TIME: 2025-04-11T00:22:53Z | ALT: 38601 ft | SPD: 498 kt | TEMP: -30 C | FUEL: 91.2%
TIME: 2025-04-11T00:22:53Z | ALT: 40825 ft | SPD: 424 kt | TEMP: -47 C | FUEL: 64.3%
TIME: 2025-04-11T00:22:53Z | ALT: 39740 ft | SPD: 475 kt | TEMP: -45 C | FUEL: 97.4%
TIME: 2025-04-11T00:22:53Z | ALT: 29080 ft | SPD: 473 kt | TEMP: -39 C | FUEL: 41.3%
TIME: 2025-04-11T00:22:53Z | ALT: 40035 ft | SPD: 512 kt | TEMP: -36 C | FUEL: 24.2%
TIME: 2025-04-11T00:22:53Z | ALT: 30124 ft | SPD: 504 kt | TEMP: -44 C | FUEL: 99.8%
TIME: 2025-04-11T00:22:53Z | ALT: 30211 ft | SPD: 477 kt | TEMP: -48 C | FUEL: 82.7%
TIME: 2025-04-11T00:22:53Z | ALT: 32097 ft | SPD: 492 kt | TEMP: -54 C | FUEL: 85.1%
TIME: 2025-04-11T00:22:53Z | ALT: 29815 ft | SPD: 420 kt | TEMP: -33 C | FUEL: 34.6%
TIME: 2025-04-11T00:22:53Z | ALT: 37783 ft | SPD: 510 kt | TEMP: -41 C | FUEL: 46.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29638 ft | SPD: 467 kt | TEMP: -35 C | FUEL: 86.9%
TIME: 2025-04-11T00:22:53Z | ALT: 33350 ft | SPD: 457 kt | TEMP: -42 C | FUEL: 75.8%
TIME: 2025-04-11T00:22:53Z | ALT: 35908 ft | SPD: 452 kt | TEMP: -35 C | FUEL: 96.0%
TIME: 2025-04-11T00:22:53Z | ALT: 29040 ft | SPD: 439 kt | TEMP: -32 C | FUEL: 71.6%
TIME: 2025-04-11T00:22:53Z | ALT: 32777 ft | SPD: 459 kt | TEMP: -46 C | FUEL: 96.9%
TIME: 2025-04-11T00:22:53Z | ALT: 38832 ft | SPD: 481 kt | TEMP: -32 C | FUEL: 87.8%
TIME: 2025-04-11T00:22:53Z | ALT: 35285 ft | SPD: 468 kt | TEMP: -33 C | FUEL: 33.5%
TIME: 2025-04-11T00:22:53Z | ALT: 31116 ft | SPD: 498 kt | TEMP: -42 C | FUEL: 61.9%
TIME: 2025-04-11T00:22:53Z | ALT: 35125 ft | SPD: 515 kt | TEMP: -39 C | FUEL: 29.9%
TIME: 2025-04-11T00:22:53Z | ALT: 39120 ft | SPD: 518 kt | TEMP: -34 C | FUEL: 87.3%
TIME: 2025-04-11T00:22:53Z | ALT: 32665 ft | SPD: 436 kt | TEMP: -44 C | FUEL: 39.6%
TIME: 2025-04-11T00:22:53Z | ALT: 31688 ft | SPD: 465 kt | TEMP: -47 C | FUEL: 65.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37094 ft | SPD: 483 kt | TEMP: -51 C | FUEL: 80.9%
TIME: 2025-04-11T00:22:53Z | ALT: 35686 ft | SPD: 450 kt | TEMP: -36 C | FUEL: 26.3%
TIME: 2025-04-11T00:22:53Z | ALT: 34423 ft | SPD: 508 kt | TEMP: -46 C | FUEL: 89.0%
TIME: 2025-04-11T00:22:53Z | ALT: 38065 ft | SPD: 499 kt | TEMP: -45 C | FUEL: 82.4%
TIME: 2025-04-11T00:22:53Z | ALT: 33980 ft | SPD: 494 kt | TEMP: -42 C | FUEL: 60.1%
TIME: 2025-04-11T00:22:53Z | ALT: 35735 ft | SPD: 439 kt | TEMP: -47 C | FUEL: 88.8%
TIME: 2025-04-11T00:22:53Z | ALT: 33322 ft | SPD: 440 kt | TEMP: -33 C | FUEL: 98.7%
TIME: 2025-04-11T00:22:53Z | ALT: 40919 ft | SPD: 437 kt | TEMP: -51 C | FUEL: 47.0%
TIME: 2025-04-11T00:22:53Z | ALT: 38495 ft | SPD: 488 kt | TEMP: -54 C | FUEL: 41.6%
TIME: 2025-04-11T00:22:53Z | ALT: 36310 ft | SPD: 441 kt | TEMP: -37 C | FUEL: 21.1%
TIME: 2025-04-11T00:22:53Z | ALT: 35121 ft | SPD: 500 kt | TEMP: -51 C | FUEL: 53.9%
TIME: 2025-04-11T00:22:53Z | ALT: 33983 ft | SPD: 497 kt | TEMP: -54 C | FUEL: 52.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30116 ft | SPD: 425 kt | TEMP: -32 C | FUEL: 75.6%
TIME: 2025-04-11T00:22:53Z | ALT: 29181 ft | SPD: 486 kt | TEMP: -49 C | FUEL: 52.3%
TIME: 2025-04-11T00:22:53Z | ALT: 35715 ft | SPD: 464 kt | TEMP: -36 C | FUEL: 44.1%
TIME: 2025-04-11T00:22:53Z | ALT: 30100 ft | SPD: 495 kt | TEMP: -40 C | FUEL: 99.9%
TIME: 2025-04-11T00:22:53Z | ALT: 32973 ft | SPD: 477 kt | TEMP: -35 C | FUEL: 38.4%
TIME: 2025-04-11T00:22:53Z | ALT: 29808 ft | SPD: 503 kt | TEMP: -42 C | FUEL: 24.4%
TIME: 2025-04-11T00:22:53Z | ALT: 36376 ft | SPD: 466 kt | TEMP: -45 C | FUEL: 83.6%
TIME: 2025-04-11T00:22:53Z | ALT: 29545 ft | SPD: 506 kt | TEMP: -36 C | FUEL: 40.8%
TIME: 2025-04-11T00:22:53Z | ALT: 39035 ft | SPD: 420 kt | TEMP: -47 C | FUEL: 78.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33484 ft | SPD: 516 kt | TEMP: -37 C | FUEL: 36.7%
TIME: 2025-04-11T00:22:53Z | ALT: 34635 ft | SPD: 441 kt | TEMP: -41 C | FUEL: 91.2%
TIME: 2025-04-11T00:22:53Z | ALT: 35447 ft | SPD: 473 kt | TEMP: -34 C | FUEL: 24.8%
TIME: 2025-04-11T00:22:53Z | ALT: 29802 ft | SPD: 440 kt | TEMP: -32 C | FUEL: 45.4%
TIME: 2025-04-11T00:22:53Z | ALT: 31101 ft | SPD: 455 kt | TEMP: -34 C | FUEL: 27.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33373 ft | SPD: 506 kt | TEMP: -32 C | FUEL: 96.5%
TIME: 2025-04-11T00:22:53Z | ALT: 29895 ft | SPD: 447 kt | TEMP: -45 C | FUEL: 27.6%
TIME: 2025-04-11T00:22:53Z | ALT: 29587 ft | SPD: 467 kt | TEMP: -40 C | FUEL: 22.0%
TIME: 2025-04-11T00:22:53Z | ALT: 30462 ft | SPD: 508 kt | TEMP: -47 C | FUEL: 90.7%
TIME: 2025-04-11T00:22:53Z | ALT: 38060 ft | SPD: 491 kt | TEMP: -32 C | FUEL: 48.5%
TIME: 2025-04-11T00:22:53Z | ALT: 32004 ft | SPD: 427 kt | TEMP: -35 C | FUEL: 46.9%
TIME: 2025-04-11T00:22:53Z | ALT: 33575 ft | SPD: 492 kt | TEMP: -35 C | FUEL: 47.7%
TIME: 2025-04-11T00:22:53Z | ALT: 32170 ft | SPD: 447 kt | TEMP: -52 C | FUEL: 43.7%
TIME: 2025-04-11T00:22:53Z | ALT: 38819 ft | SPD: 466 kt | TEMP: -42 C | FUEL: 79.6%
TIME: 2025-04-11T00:22:53Z | ALT: 32914 ft | SPD: 477 kt | TEMP: -36 C | FUEL: 99.0%
TIME: 2025-04-11T00:22:53Z | ALT: 34805 ft | SPD: 440 kt | TEMP: -50 C | FUEL: 34.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39028 ft | SPD: 438 kt | TEMP: -54 C | FUEL: 65.1%
TIME: 2025-04-11T00:22:53Z | ALT: 33767 ft | SPD: 471 kt | TEMP: -44 C | FUEL: 29.9%
TIME: 2025-04-11T00:22:53Z | ALT: 35334 ft | SPD: 477 kt | TEMP: -54 C | FUEL: 42.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33057 ft | SPD: 512 kt | TEMP: -47 C | FUEL: 24.2%
TIME: 2025-04-11T00:22:53Z | ALT: 40345 ft | SPD: 487 kt | TEMP: -32 C | FUEL: 59.6%
TIME: 2025-04-11T00:22:53Z | ALT: 32889 ft | SPD: 499 kt | TEMP: -39 C | FUEL: 37.5%
TIME: 2025-04-11T00:22:53Z | ALT: 32599 ft | SPD: 480 kt | TEMP: -35 C | FUEL: 59.3%
TIME: 2025-04-11T00:22:53Z | ALT: 40510 ft | SPD: 499 kt | TEMP: -51 C | FUEL: 33.8%
TIME: 2025-04-11T00:22:53Z | ALT: 30195 ft | SPD: 424 kt | TEMP: -40 C | FUEL: 37.9%
TIME: 2025-04-11T00:22:53Z | ALT: 29501 ft | SPD: 510 kt | TEMP: -43 C | FUEL: 94.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33049 ft | SPD: 492 kt | TEMP: -52 C | FUEL: 92.0%
TIME: 2025-04-11T00:22:53Z | ALT: 35972 ft | SPD: 432 kt | TEMP: -34 C | FUEL: 31.8%
TIME: 2025-04-11T00:22:53Z | ALT: 32835 ft | SPD: 463 kt | TEMP: -38 C | FUEL: 38.7%
TIME: 2025-04-11T00:22:53Z | ALT: 30629 ft | SPD: 486 kt | TEMP: -32 C | FUEL: 73.5%
TIME: 2025-04-11T00:22:53Z | ALT: 39509 ft | SPD: 503 kt | TEMP: -36 C | FUEL: 86.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40319 ft | SPD: 506 kt | TEMP: -48 C | FUEL: 71.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29702 ft | SPD: 434 kt | TEMP: -52 C | FUEL: 58.1%
TIME: 2025-04-11T00:22:53Z | ALT: 37230 ft | SPD: 519 kt | TEMP: -34 C | FUEL: 42.3%
TIME: 2025-04-11T00:22:53Z | ALT: 38528 ft | SPD: 466 kt | TEMP: -54 C | FUEL: 97.4%
TIME: 2025-04-11T00:22:53Z | ALT: 32298 ft | SPD: 453 kt | TEMP: -39 C | FUEL: 56.8%
TIME: 2025-04-11T00:22:53Z | ALT: 37581 ft | SPD: 424 kt | TEMP: -36 C | FUEL: 49.5%
TIME: 2025-04-11T00:22:53Z | ALT: 35206 ft | SPD: 480 kt | TEMP: -36 C | FUEL: 29.7%
TIME: 2025-04-11T00:22:53Z | ALT: 36197 ft | SPD: 475 kt | TEMP: -32 C | FUEL: 45.9%
TIME: 2025-04-11T00:22:53Z | ALT: 36997 ft | SPD: 433 kt | TEMP: -50 C | FUEL: 95.4%
TIME: 2025-04-11T00:22:53Z | ALT: 29440 ft | SPD: 468 kt | TEMP: -37 C | FUEL: 22.5%
TIME: 2025-04-11T00:22:53Z | ALT: 34342 ft | SPD: 472 kt | TEMP: -37 C | FUEL: 88.1%
TIME: 2025-04-11T00:22:53Z | ALT: 32107 ft | SPD: 436 kt | TEMP: -31 C | FUEL: 29.2%
TIME: 2025-04-11T00:22:53Z | ALT: 37366 ft | SPD: 458 kt | TEMP: -47 C | FUEL: 76.9%
TIME: 2025-04-11T00:22:53Z | ALT: 39151 ft | SPD: 509 kt | TEMP: -32 C | FUEL: 82.0%
TIME: 2025-04-11T00:22:53Z | ALT: 38315 ft | SPD: 424 kt | TEMP: -34 C | FUEL: 31.2%
TIME: 2025-04-11T00:22:53Z | ALT: 30716 ft | SPD: 423 kt | TEMP: -52 C | FUEL: 90.0%
TIME: 2025-04-11T00:22:53Z | ALT: 31545 ft | SPD: 468 kt | TEMP: -48 C | FUEL: 37.5%
TIME: 2025-04-11T00:22:53Z | ALT: 29251 ft | SPD: 447 kt | TEMP: -41 C | FUEL: 25.3%
TIME: 2025-04-11T00:22:53Z | ALT: 35009 ft | SPD: 444 kt | TEMP: -30 C | FUEL: 75.9%
TIME: 2025-04-11T00:22:53Z | ALT: 37464 ft | SPD: 436 kt | TEMP: -47 C | FUEL: 59.2%
TIME: 2025-04-11T00:22:53Z | ALT: 34597 ft | SPD: 472 kt | TEMP: -55 C | FUEL: 45.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33966 ft | SPD: 509 kt | TEMP: -32 C | FUEL: 59.1%
TIME: 2025-04-11T00:22:53Z | ALT: 32822 ft | SPD: 442 kt | TEMP: -36 C | FUEL: 91.9%
TIME: 2025-04-11T00:22:53Z | ALT: 29818 ft | SPD: 441 kt | TEMP: -53 C | FUEL: 65.1%
TIME: 2025-04-11T00:22:53Z | ALT: 36323 ft | SPD: 482 kt | TEMP: -42 C | FUEL: 46.7%
TIME: 2025-04-11T00:22:53Z | ALT: 32848 ft | SPD: 481 kt | TEMP: -52 C | FUEL: 54.8%
TIME: 2025-04-11T00:22:53Z | ALT: 29823 ft | SPD: 422 kt | TEMP: -33 C | FUEL: 43.1%
TIME: 2025-04-11T00:22:53Z | ALT: 29410 ft | SPD: 444 kt | TEMP: -32 C | FUEL: 21.6%
TIME: 2025-04-11T00:22:53Z | ALT: 36545 ft | SPD: 463 kt | TEMP: -30 C | FUEL: 87.6%
TIME: 2025-04-11T00:22:53Z | ALT: 34288 ft | SPD: 469 kt | TEMP: -32 C | FUEL: 75.3%
TIME: 2025-04-11T00:22:53Z | ALT: 35796 ft | SPD: 517 kt | TEMP: -44 C | FUEL: 91.7%
TIME: 2025-04-11T00:22:53Z | ALT: 37932 ft | SPD: 454 kt | TEMP: -33 C | FUEL: 34.5%
TIME: 2025-04-11T00:22:53Z | ALT: 37523 ft | SPD: 463 kt | TEMP: -38 C | FUEL: 55.6%
TIME: 2025-04-11T00:22:53Z | ALT: 39057 ft | SPD: 465 kt | TEMP: -39 C | FUEL: 54.1%
TIME: 2025-04-11T00:22:53Z | ALT: 35186 ft | SPD: 490 kt | TEMP: -30 C | FUEL: 28.0%
TIME: 2025-04-11T00:22:53Z | ALT: 35326 ft | SPD: 453 kt | TEMP: -41 C | FUEL: 70.3%
TIME: 2025-04-11T00:22:53Z | ALT: 34352 ft | SPD: 487 kt | TEMP: -38 C | FUEL: 43.0%
TIME: 2025-04-11T00:22:53Z | ALT: 33619 ft | SPD: 492 kt | TEMP: -48 C | FUEL: 28.3%
TIME: 2025-04-11T00:22:53Z | ALT: 31690 ft | SPD: 457 kt | TEMP: -34 C | FUEL: 46.9%
TIME: 2025-04-11T00:22:53Z | ALT: 32804 ft | SPD: 465 kt | TEMP: -32 C | FUEL: 43.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39781 ft | SPD: 470 kt | TEMP: -35 C | FUEL: 96.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39022 ft | SPD: 496 kt | TEMP: -43 C | FUEL: 52.5%
TIME: 2025-04-11T00:22:53Z | ALT: 38442 ft | SPD: 511 kt | TEMP: -41 C | FUEL: 77.8%
TIME: 2025-04-11T00:22:53Z | ALT: 38516 ft | SPD: 453 kt | TEMP: -38 C | FUEL: 82.5%
TIME: 2025-04-11T00:22:53Z | ALT: 30384 ft | SPD: 483 kt | TEMP: -33 C | FUEL: 44.3%
TIME: 2025-04-11T00:22:53Z | ALT: 34044 ft | SPD: 486 kt | TEMP: -53 C | FUEL: 45.1%
TIME: 2025-04-11T00:22:53Z | ALT: 40311 ft | SPD: 498 kt | TEMP: -34 C | FUEL: 61.5%
TIME: 2025-04-11T00:22:53Z | ALT: 36456 ft | SPD: 450 kt | TEMP: -32 C | FUEL: 48.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33847 ft | SPD: 428 kt | TEMP: -45 C | FUEL: 88.9%
TIME: 2025-04-11T00:22:53Z | ALT: 34084 ft | SPD: 516 kt | TEMP: -53 C | FUEL: 23.2%
TIME: 2025-04-11T00:22:53Z | ALT: 35130 ft | SPD: 422 kt | TEMP: -46 C | FUEL: 43.1%
TIME: 2025-04-11T00:22:53Z | ALT: 39821 ft | SPD: 454 kt | TEMP: -43 C | FUEL: 97.4%
TIME: 2025-04-11T00:22:53Z | ALT: 30679 ft | SPD: 490 kt | TEMP: -34 C | FUEL: 86.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40917 ft | SPD: 458 kt | TEMP: -39 C | FUEL: 29.9%
TIME: 2025-04-11T00:22:53Z | ALT: 36691 ft | SPD: 490 kt | TEMP: -33 C | FUEL: 25.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38981 ft | SPD: 460 kt | TEMP: -33 C | FUEL: 57.0%
TIME: 2025-04-11T00:22:53Z | ALT: 30266 ft | SPD: 420 kt | TEMP: -32 C | FUEL: 32.5%
TIME: 2025-04-11T00:22:53Z | ALT: 40422 ft | SPD: 481 kt | TEMP: -53 C | FUEL: 22.0%
TIME: 2025-04-11T00:22:53Z | ALT: 34817 ft | SPD: 461 kt | TEMP: -45 C | FUEL: 45.0%
TIME: 2025-04-11T00:22:53Z | ALT: 33111 ft | SPD: 506 kt | TEMP: -35 C | FUEL: 41.5%
TIME: 2025-04-11T00:22:53Z | ALT: 32397 ft | SPD: 452 kt | TEMP: -31 C | FUEL: 66.5%
TIME: 2025-04-11T00:22:53Z | ALT: 34252 ft | SPD: 502 kt | TEMP: -52 C | FUEL: 58.9%
TIME: 2025-04-11T00:22:53Z | ALT: 32810 ft | SPD: 432 kt | TEMP: -36 C | FUEL: 46.9%
TIME: 2025-04-11T00:22:53Z | ALT: 39100 ft | SPD: 493 kt | TEMP: -53 C | FUEL: 36.3%
TIME: 2025-04-11T00:22:53Z | ALT: 38594 ft | SPD: 439 kt | TEMP: -53 C | FUEL: 36.5%
TIME: 2025-04-11T00:22:53Z | ALT: 32284 ft | SPD: 505 kt | TEMP: -49 C | FUEL: 90.1%
TIME: 2025-04-11T00:22:53Z | ALT: 38440 ft | SPD: 520 kt | TEMP: -37 C | FUEL: 83.4%
TIME: 2025-04-11T00:22:53Z | ALT: 38151 ft | SPD: 494 kt | TEMP: -48 C | FUEL: 52.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33136 ft | SPD: 467 kt | TEMP: -54 C | FUEL: 85.7%
TIME: 2025-04-11T00:22:53Z | ALT: 35712 ft | SPD: 450 kt | TEMP: -47 C | FUEL: 22.6%
TIME: 2025-04-11T00:22:53Z | ALT: 30196 ft | SPD: 503 kt | TEMP: -39 C | FUEL: 38.4%
TIME: 2025-04-11T00:22:53Z | ALT: 34082 ft | SPD: 453 kt | TEMP: -30 C | FUEL: 37.4%
TIME: 2025-04-11T00:22:53Z | ALT: 39083 ft | SPD: 441 kt | TEMP: -32 C | FUEL: 86.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33134 ft | SPD: 515 kt | TEMP: -30 C | FUEL: 73.8%
TIME: 2025-04-11T00:22:53Z | ALT: 37015 ft | SPD: 456 kt | TEMP: -31 C | FUEL: 30.6%
TIME: 2025-04-11T00:22:53Z | ALT: 35613 ft | SPD: 475 kt | TEMP: -32 C | FUEL: 36.9%
TIME: 2025-04-11T00:22:53Z | ALT: 37168 ft | SPD: 497 kt | TEMP: -45 C | FUEL: 31.7%
TIME: 2025-04-11T00:22:53Z | ALT: 39503 ft | SPD: 421 kt | TEMP: -53 C | FUEL: 85.4%
TIME: 2025-04-11T00:22:53Z | ALT: 40652 ft | SPD: 426 kt | TEMP: -38 C | FUEL: 59.1%
TIME: 2025-04-11T00:22:53Z | ALT: 35797 ft | SPD: 496 kt | TEMP: -47 C | FUEL: 30.4%
TIME: 2025-04-11T00:22:53Z | ALT: 33699 ft | SPD: 422 kt | TEMP: -32 C | FUEL: 89.6%
TIME: 2025-04-11T00:22:53Z | ALT: 32438 ft | SPD: 459 kt | TEMP: -41 C | FUEL: 56.3%
TIME: 2025-04-11T00:22:53Z | ALT: 40418 ft | SPD: 433 kt | TEMP: -30 C | FUEL: 62.9%
TIME: 2025-04-11T00:22:53Z | ALT: 32809 ft | SPD: 474 kt | TEMP: -49 C | FUEL: 57.0%
TIME: 2025-04-11T00:22:53Z | ALT: 36926 ft | SPD: 465 kt | TEMP: -46 C | FUEL: 54.5%
TIME: 2025-04-11T00:22:53Z | ALT: 32168 ft | SPD: 430 kt | TEMP: -43 C | FUEL: 27.2%
TIME: 2025-04-11T00:22:53Z | ALT: 31682 ft | SPD: 505 kt | TEMP: -54 C | FUEL: 99.4%
TIME: 2025-04-11T00:22:53Z | ALT: 29480 ft | SPD: 477 kt | TEMP: -38 C | FUEL: 33.3%
TIME: 2025-04-11T00:22:53Z | ALT: 36402 ft | SPD: 514 kt | TEMP: -44 C | FUEL: 44.0%
TIME: 2025-04-11T00:22:53Z | ALT: 32891 ft | SPD: 481 kt | TEMP: -47 C | FUEL: 83.3%
TIME: 2025-04-11T00:22:53Z | ALT: 38702 ft | SPD: 462 kt | TEMP: -49 C | FUEL: 88.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33436 ft | SPD: 423 kt | TEMP: -41 C | FUEL: 99.5%
TIME: 2025-04-11T00:22:53Z | ALT: 40964 ft | SPD: 446 kt | TEMP: -35 C | FUEL: 65.3%
TIME: 2025-04-11T00:22:53Z | ALT: 36034 ft | SPD: 463 kt | TEMP: -38 C | FUEL: 69.9%
TIME: 2025-04-11T00:22:53Z | ALT: 34101 ft | SPD: 459 kt | TEMP: -42 C | FUEL: 57.6%
TIME: 2025-04-11T00:22:53Z | ALT: 39097 ft | SPD: 466 kt | TEMP: -48 C | FUEL: 92.8%
TIME: 2025-04-11T00:22:53Z | ALT: 36224 ft | SPD: 436 kt | TEMP: -41 C | FUEL: 93.6%
TIME: 2025-04-11T00:22:53Z | ALT: 33424 ft | SPD: 449 kt | TEMP: -42 C | FUEL: 28.9%
TIME: 2025-04-11T00:22:53Z | ALT: 36671 ft | SPD: 422 kt | TEMP: -47 C | FUEL: 89.4%
TIME: 2025-04-11T00:22:53Z | ALT: 29192 ft | SPD: 460 kt | TEMP: -49 C | FUEL: 23.0%
TIME: 2025-04-11T00:22:53Z | ALT: 32856 ft | SPD: 425 kt | TEMP: -36 C | FUEL: 89.8%
TIME: 2025-04-11T00:22:53Z | ALT: 33463 ft | SPD: 449 kt | TEMP: -53 C | FUEL: 44.9%
TIME: 2025-04-11T00:22:53Z | ALT: 40218 ft | SPD: 420 kt | TEMP: -51 C | FUEL: 50.1%
TIME: 2025-04-11T00:22:53Z | ALT: 31619 ft | SPD: 499 kt | TEMP: -53 C | FUEL: 46.7%
TIME: 2025-04-11T00:22:53Z | ALT: 36310 ft | SPD: 452 kt | TEMP: -52 C | FUEL: 28.8%
TIME: 2025-04-11T00:22:53Z | ALT: 35091 ft | SPD: 502 kt | TEMP: -45 C | FUEL: 97.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37579 ft | SPD: 503 kt | TEMP: -46 C | FUEL: 27.5%
TIME: 2025-04-11T00:22:53Z | ALT: 33413 ft | SPD: 503 kt | TEMP: -45 C | FUEL: 74.9%
TIME: 2025-04-11T00:22:53Z | ALT: 38504 ft | SPD: 508 kt | TEMP: -46 C | FUEL: 49.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33523 ft | SPD: 474 kt | TEMP: -34 C | FUEL: 29.5%
TIME: 2025-04-11T00:22:53Z | ALT: 39401 ft | SPD: 438 kt | TEMP: -36 C | FUEL: 72.6%
TIME: 2025-04-11T00:22:53Z | ALT: 36079 ft | SPD: 456 kt | TEMP: -46 C | FUEL: 79.6%
TIME: 2025-04-11T00:22:53Z | ALT: 40373 ft | SPD: 432 kt | TEMP: -38 C | FUEL: 72.6%
TIME: 2025-04-11T00:22:53Z | ALT: 34494 ft | SPD: 445 kt | TEMP: -52 C | FUEL: 80.5%
TIME: 2025-04-11T00:22:53Z | ALT: 32144 ft | SPD: 423 kt | TEMP: -52 C | FUEL: 69.7%
TIME: 2025-04-11T00:22:53Z | ALT: 30996 ft | SPD: 505 kt | TEMP: -47 C | FUEL: 47.7%
